date_core,time_core,nivel_log,origen,user_id,ip_address,transaction_id,tipo,cuenta,estado,valor
2025-05-13,08:00:29,INFO,api,user55,81.135.177.30,txn-0019,transferir,ahorros,Completada,2816976.33
2025-05-13,08:00:30,INFO,mobile,user76,145.219.114.139,txn-0020,consignar,corriente,Completada,3668131.31
2025-05-13,08:00:31,INFO,api,user45,62.241.212.87,txn-0021,transferir,ahorros,Completada,743043.7
2025-05-13,08:00:32,INFO,mobile,user38,166.239.161.193,txn-0022,consignar,corriente,Completada,2487061.19
2025-05-13,08:00:33,INFO,api,user49,140.14.195.73,txn-0023,consignar,corriente,Completada,3816494.35
2025-05-13,08:00:34,INFO,mobile,user54,114.40.240.45,txn-0024,consignar,corriente,Completada,1653585.45
2025-05-13,08:00:35,INFO,api,user95,4.228.215.26,txn-0025,consignar,ahorros,Completada,2327387.32
2025-05-13,08:00:38,INFO,mobile,user16,162.42.153.53,txn-0028,retirar,ahorros,Completada,3065186.73
2025-05-13,08:00:39,INFO,api,user13,184.238.242.185,txn-0029,transferir,ahorros,Completada,4946976.2
2025-05-13,08:00:40,INFO,api,user4,153.109.4.195,txn-0030,consignar,ahorros,Completada,744558.14
2025-05-13,08:00:41,INFO,api,user33,66.174.121.142,txn-0031,transferir,corriente,Completada,2852789.28
2025-05-13,08:00:42,INFO,mobile,user55,72.167.213.216,txn-0032,retirar,ahorros,Completada,4506890.21
2025-05-13,08:00:43,INFO,mobile,user76,203.151.251.195,txn-0033,consignar,ahorros,Completada,1339547.15
2025-05-13,08:00:44,INFO,mobile,user40,211.214.206.147,txn-0034,transferir,corriente,Completada,3087717.43
2025-05-13,08:00:45,INFO,api,user87,22.18.71.122,txn-0035,transferir,ahorros,Completada,1842940.98
2025-05-13,08:00:46,INFO,api,user20,66.255.156.21,txn-0036,transferir,ahorros,Completada,2660251.78
2025-05-13,08:00:47,INFO,api,user31,103.88.108.136,txn-0037,retirar,corriente,Completada,2003623.65
2025-05-13,08:00:48,INFO,mobile,user43,152.36.123.38,txn-0038,retirar,corriente,Completada,1640791.74
2025-05-13,08:00:49,INFO,api,user32,91.50.145.193,txn-0039,retirar,corriente,Completada,3263208.83
2025-05-13,08:00:51,INFO,web,user79,94.84.41.102,txn-0041,transferir,corriente,Completada,2496628.96
2025-05-13,08:00:52,INFO,api,user43,74.24.110.60,txn-0042,retirar,corriente,Completada,2067949.39
2025-05-13,08:00:53,INFO,web,user44,9.35.215.143,txn-0043,retirar,corriente,Completada,3967249.93
2025-05-13,08:00:54,INFO,api,user45,219.151.212.140,txn-0044,consignar,ahorros,Completada,2853642.5
2025-05-13,08:00:55,INFO,mobile,user97,156.108.234.86,txn-0045,consignar,ahorros,Completada,300931.1
2025-05-13,08:00:56,INFO,web,user21,139.152.176.106,txn-0046,transferir,ahorros,Completada,2015863.98
2025-05-13,08:00:57,INFO,mobile,user94,52.58.255.57,txn-0047,transferir,corriente,Completada,3046462.58
2025-05-13,08:00:58,INFO,mobile,user93,4.148.252.116,txn-0048,transferir,corriente,Completada,2245669.25
2025-05-13,08:00:59,INFO,mobile,user16,178.38.233.75,txn-0049,transferir,ahorros,Completada,3541388.7
2025-05-13,08:01:00,INFO,mobile,user64,2.197.202.104,txn-0050,transferir,ahorros,Completada,662893.51
2025-05-13,08:01:01,INFO,api,user43,71.176.37.155,txn-0051,consignar,ahorros,Completada,4813972.02
2025-05-13,08:01:02,INFO,web,user71,58.6.82.39,txn-0052,consignar,corriente,Completada,3882318.26
2025-05-13,08:01:03,INFO,mobile,user44,100.156.99.244,txn-0053,transferir,corriente,Completada,4865136.34
2025-05-13,08:01:04,INFO,mobile,user88,148.31.147.37,txn-0054,transferir,corriente,Completada,4450775.31
2025-05-13,08:01:05,INFO,mobile,user15,52.77.24.127,txn-0055,consignar,corriente,Completada,3888159.78
2025-05-13,08:01:06,INFO,api,user48,174.56.74.55,txn-0056,retirar,ahorros,Completada,3654337.93
2025-05-13,08:01:08,INFO,mobile,user71,158.237.114.185,txn-0058,consignar,corriente,Completada,2110882.96
2025-05-13,08:01:09,INFO,web,user35,198.194.249.43,txn-0059,transferir,ahorros,Completada,2813766.88
2025-05-13,08:01:10,INFO,web,user65,101.106.135.214,txn-0060,retirar,corriente,Completada,4365279.0
2025-05-13,08:01:12,INFO,mobile,user57,39.161.142.37,txn-0062,consignar,corriente,Completada,2488600.38
2025-05-13,08:01:13,INFO,web,user31,153.203.124.111,txn-0063,transferir,corriente,Completada,3457991.7
2025-05-13,08:01:14,INFO,api,user91,66.209.77.6,txn-0064,retirar,corriente,Completada,3979622.72
2025-05-13,08:01:16,INFO,api,user100,130.168.77.190,txn-0066,transferir,ahorros,Completada,1093410.07
2025-05-13,08:01:17,INFO,web,user42,211.63.248.127,txn-0067,transferir,corriente,Completada,3678041.96
2025-05-13,08:01:18,INFO,api,user62,47.49.92.3,txn-0068,consignar,corriente,Completada,191528.57
2025-05-13,08:01:19,INFO,api,user42,171.190.154.242,txn-0069,consignar,corriente,Completada,2656673.92
2025-05-13,08:01:20,INFO,mobile,user19,190.3.190.7,txn-0070,consignar,ahorros,Completada,4772842.36
2025-05-13,08:01:21,INFO,api,user78,184.80.98.128,txn-0071,retirar,ahorros,Completada,4735608.89
2025-05-13,08:01:22,INFO,api,user35,38.154.114.58,txn-0072,consignar,ahorros,Completada,3466176.94
2025-05-13,08:01:23,INFO,web,user56,62.182.144.153,txn-0073,retirar,ahorros,Completada,1930975.68
2025-05-13,08:01:25,INFO,web,user6,36.117.249.250,txn-0075,consignar,corriente,Completada,427479.19
2025-05-13,08:01:26,INFO,web,user9,205.25.115.192,txn-0076,consignar,ahorros,Completada,1166859.11
2025-05-13,08:01:27,INFO,api,user24,75.251.212.232,txn-0077,transferir,ahorros,Completada,1131871.82
2025-05-13,08:01:28,INFO,web,user6,90.196.43.202,txn-0078,transferir,ahorros,Completada,3944011.0
2025-05-13,08:01:29,INFO,api,user30,192.133.159.178,txn-0079,retirar,ahorros,Completada,796546.84
2025-05-13,08:01:30,INFO,mobile,user15,186.100.168.201,txn-0080,retirar,ahorros,Completada,2273311.85
2025-05-13,08:01:31,INFO,web,user67,124.26.132.216,txn-0081,retirar,ahorros,Completada,1582423.89
2025-05-13,08:01:32,INFO,web,user52,162.74.104.90,txn-0082,consignar,ahorros,Completada,137245.33
2025-05-13,08:01:34,INFO,mobile,user61,22.48.224.5,txn-0084,consignar,ahorros,Completada,1603354.57
2025-05-13,08:01:35,INFO,api,user75,42.244.56.5,txn-0085,transferir,ahorros,Completada,1016470.02
2025-05-13,08:01:36,INFO,api,user41,27.246.169.159,txn-0086,consignar,corriente,Completada,3726910.44
2025-05-13,08:01:37,INFO,api,user73,140.177.152.241,txn-0087,transferir,corriente,Completada,3597983.05
2025-05-13,08:01:38,INFO,mobile,user11,195.4.145.226,txn-0088,retirar,corriente,Completada,1564741.81
2025-05-13,08:01:39,INFO,mobile,user79,10.241.131.215,txn-0089,consignar,ahorros,Completada,4884200.17
2025-05-13,08:01:40,INFO,api,user21,48.92.48.115,txn-0090,retirar,ahorros,Completada,3593584.98
2025-05-13,08:01:41,INFO,mobile,user61,145.50.29.8,txn-0091,transferir,corriente,Completada,3299796.16
2025-05-13,08:01:42,INFO,api,user13,101.213.242.239,txn-0092,consignar,corriente,Completada,91089.65
2025-05-13,08:01:43,INFO,mobile,user50,97.203.56.234,txn-0093,retirar,ahorros,Completada,4477859.96
2025-05-13,08:01:44,INFO,web,user91,130.192.33.167,txn-0094,transferir,ahorros,Completada,2993073.13
2025-05-13,08:01:45,INFO,web,user82,19.169.239.127,txn-0095,retirar,corriente,Completada,3425992.77
2025-05-13,08:01:46,INFO,web,user29,102.228.32.90,txn-0096,retirar,corriente,Completada,4364147.63
2025-05-13,08:01:47,INFO,api,user69,16.48.180.5,txn-0097,retirar,ahorros,Completada,2182054.13
2025-05-13,08:01:48,INFO,mobile,user87,50.90.213.54,txn-0098,consignar,corriente,Completada,4702771.19
2025-05-13,08:01:49,INFO,web,user93,148.102.2.237,txn-0099,retirar,corriente,Completada,3006195.03
2025-05-13,08:01:50,INFO,web,user3,166.218.248.168,txn-0100,consignar,ahorros,Completada,4391245.17
2025-05-13,08:01:51,INFO,api,user87,203.106.10.140,txn-0101,retirar,corriente,Completada,82375.33
2025-05-13,08:01:52,INFO,web,user53,188.232.0.22,txn-0102,consignar,ahorros,Completada,1826216.25
2025-05-13,08:01:53,INFO,api,user41,145.82.191.161,txn-0103,transferir,corriente,Completada,3181214.0
2025-05-13,08:01:54,INFO,mobile,user22,195.140.229.12,txn-0104,consignar,ahorros,Completada,836279.26
2025-05-13,08:01:55,INFO,api,user80,125.145.113.244,txn-0105,transferir,ahorros,Completada,1897618.12
2025-05-13,08:01:56,INFO,mobile,user66,139.222.58.126,txn-0106,retirar,ahorros,Completada,3559843.43
2025-05-13,08:01:58,INFO,web,user87,180.97.128.105,txn-0108,transferir,ahorros,Completada,3397797.01
2025-05-13,08:01:59,INFO,api,user73,2.189.73.213,txn-0109,transferir,ahorros,Completada,4306438.75
2025-05-13,08:02:01,INFO,web,user84,152.115.65.65,txn-0111,transferir,corriente,Completada,2393527.33
2025-05-13,08:02:02,INFO,api,user50,214.227.189.171,txn-0112,consignar,corriente,Completada,634612.43
2025-05-13,08:02:03,INFO,api,user85,59.17.74.211,txn-0113,consignar,corriente,Completada,808757.15
2025-05-13,08:02:04,INFO,web,user18,183.10.112.52,txn-0114,retirar,corriente,Completada,755143.02
2025-05-13,08:02:05,INFO,web,user25,78.144.209.129,txn-0115,retirar,corriente,Completada,2485803.39
2025-05-13,08:02:06,INFO,api,user1,131.246.17.70,txn-0116,consignar,corriente,Completada,3980627.77
2025-05-13,08:02:07,INFO,mobile,user61,56.103.138.34,txn-0117,transferir,corriente,Completada,4841784.7
2025-05-13,08:02:08,INFO,api,user65,27.172.206.124,txn-0118,retirar,ahorros,Completada,4924293.24
2025-05-13,08:02:10,INFO,api,user79,17.130.165.69,txn-0120,consignar,ahorros,Completada,4578289.35
2025-05-13,08:02:11,INFO,api,user15,157.164.119.212,txn-0121,consignar,ahorros,Completada,4196983.26
2025-05-13,08:02:12,INFO,mobile,user95,129.113.221.94,txn-0122,retirar,corriente,Completada,1085262.26
2025-05-13,08:02:13,INFO,mobile,user52,176.47.129.149,txn-0123,transferir,corriente,Completada,3655182.35
2025-05-13,08:02:14,INFO,api,user55,124.127.180.251,txn-0124,retirar,corriente,Completada,4665847.09
2025-05-13,08:02:15,INFO,mobile,user86,41.250.45.187,txn-0125,transferir,corriente,Completada,2378248.52
2025-05-13,08:02:16,INFO,api,user2,148.97.120.54,txn-0126,transferir,corriente,Completada,2154516.48
2025-05-13,08:02:17,INFO,web,user74,194.113.234.190,txn-0127,consignar,corriente,Completada,4986897.55
2025-05-13,08:02:19,INFO,api,user47,91.252.245.221,txn-0129,retirar,corriente,Completada,3995508.5
2025-05-13,08:02:20,INFO,web,user96,142.218.99.41,txn-0130,consignar,corriente,Completada,2349685.13
2025-05-13,08:02:21,INFO,web,user12,90.58.123.27,txn-0131,consignar,corriente,Completada,3668861.45
2025-05-13,08:02:23,INFO,web,user68,111.181.120.99,txn-0133,transferir,corriente,Completada,4047297.23
2025-05-13,08:02:24,INFO,web,user15,12.245.25.138,txn-0134,consignar,corriente,Completada,3208919.5
2025-05-13,08:02:25,INFO,web,user97,220.216.154.249,txn-0135,consignar,corriente,Completada,1138371.94
2025-05-13,08:02:27,INFO,api,user53,162.115.108.248,txn-0137,transferir,corriente,Completada,2109760.85
2025-05-13,08:02:28,INFO,api,user43,21.70.216.91,txn-0138,consignar,corriente,Completada,4266076.7
2025-05-13,08:02:29,INFO,web,user12,178.16.188.235,txn-0139,consignar,ahorros,Completada,3683848.85
2025-05-13,08:02:30,INFO,api,user31,30.37.102.152,txn-0140,consignar,corriente,Completada,3987040.59
2025-05-13,08:02:31,INFO,web,user13,51.255.30.52,txn-0141,consignar,corriente,Completada,1029322.74
2025-05-13,08:02:32,INFO,web,user23,170.65.0.59,txn-0142,consignar,corriente,Completada,2981213.08
2025-05-13,08:02:33,INFO,api,user96,73.25.254.102,txn-0143,consignar,corriente,Completada,3901553.0
2025-05-13,08:02:35,INFO,mobile,user94,163.236.89.227,txn-0145,consignar,corriente,Completada,405176.27
2025-05-13,08:02:36,INFO,api,user11,143.253.33.72,txn-0146,transferir,ahorros,Completada,772689.26
2025-05-13,08:02:39,INFO,api,user21,197.153.72.178,txn-0149,transferir,corriente,Completada,4036338.52
2025-05-13,08:02:40,INFO,web,user42,163.116.115.204,txn-0150,consignar,corriente,Completada,1000133.92
2025-05-13,08:02:41,INFO,web,user89,136.24.234.166,txn-0151,retirar,corriente,Completada,1779881.7
2025-05-13,08:02:42,INFO,mobile,user80,30.33.114.168,txn-0152,consignar,corriente,Completada,4988756.14
2025-05-13,08:02:43,INFO,api,user84,98.31.153.164,txn-0153,consignar,ahorros,Completada,3359626.19
2025-05-13,08:02:44,INFO,mobile,user44,44.60.175.193,txn-0154,consignar,corriente,Completada,2293755.82
2025-05-13,08:02:45,INFO,mobile,user7,142.64.73.31,txn-0155,transferir,corriente,Completada,1989150.55
2025-05-13,08:02:46,INFO,web,user26,221.52.220.13,txn-0156,retirar,ahorros,Completada,839675.19
2025-05-13,08:02:47,INFO,mobile,user65,89.57.183.180,txn-0157,consignar,ahorros,Completada,2149226.52
2025-05-13,08:02:48,INFO,web,user14,68.83.63.249,txn-0158,transferir,ahorros,Completada,4733704.48
2025-05-13,08:02:49,INFO,api,user15,7.147.110.116,txn-0159,retirar,corriente,Completada,3226400.15
2025-05-13,08:02:50,INFO,web,user55,10.56.128.10,txn-0160,consignar,corriente,Completada,3382869.37
2025-05-13,08:02:51,INFO,mobile,user26,181.247.236.90,txn-0161,transferir,ahorros,Completada,1278862.62
2025-05-13,08:02:52,INFO,api,user84,23.154.245.214,txn-0162,consignar,corriente,Completada,410013.38
2025-05-13,08:02:53,INFO,mobile,user54,213.203.71.158,txn-0163,retirar,ahorros,Completada,295891.12
2025-05-13,08:02:54,INFO,api,user92,46.161.253.35,txn-0164,transferir,corriente,Completada,4052034.13
2025-05-13,08:02:56,INFO,mobile,user3,167.137.76.250,txn-0166,retirar,ahorros,Completada,2024768.39
2025-05-13,08:02:57,INFO,web,user92,170.156.32.57,txn-0167,transferir,ahorros,Completada,3715775.74
2025-05-13,08:02:58,INFO,mobile,user37,166.161.122.148,txn-0168,retirar,ahorros,Completada,3401746.67
2025-05-13,08:02:59,INFO,api,user17,122.176.1.146,txn-0169,transferir,ahorros,Completada,2574018.69
2025-05-13,08:03:00,INFO,web,user33,13.202.208.175,txn-0170,consignar,ahorros,Completada,4511645.66
2025-05-13,08:03:01,INFO,web,user40,192.150.119.229,txn-0171,consignar,ahorros,Completada,390393.25
2025-05-13,08:03:02,INFO,api,user6,68.163.215.79,txn-0172,consignar,corriente,Completada,110610.97
2025-05-13,08:03:03,INFO,web,user18,81.178.129.240,txn-0173,retirar,ahorros,Completada,913387.92
2025-05-13,08:03:04,INFO,mobile,user5,155.86.188.21,txn-0174,transferir,ahorros,Completada,3266780.95
2025-05-13,08:03:05,INFO,mobile,user35,12.132.231.83,txn-0175,retirar,corriente,Completada,21567.16
2025-05-13,08:03:07,INFO,api,user5,214.130.219.78,txn-0177,retirar,corriente,Completada,955334.86
2025-05-13,08:03:08,INFO,api,user1,144.17.119.176,txn-0178,consignar,ahorros,Completada,663771.13
2025-05-13,08:03:09,INFO,mobile,user67,165.212.160.220,txn-0179,retirar,ahorros,Completada,4081216.28
2025-05-13,08:03:10,INFO,web,user82,154.73.228.207,txn-0180,retirar,corriente,Completada,3377901.97
2025-05-13,08:03:11,INFO,mobile,user100,216.96.114.220,txn-0181,consignar,corriente,Completada,187589.14
2025-05-13,08:03:12,INFO,api,user3,30.115.141.222,txn-0182,transferir,ahorros,Completada,507395.56
2025-05-13,08:03:13,INFO,api,user16,54.32.215.192,txn-0183,consignar,ahorros,Completada,627956.39
2025-05-13,08:03:14,INFO,web,user18,22.97.152.136,txn-0184,transferir,corriente,Completada,507452.76
2025-05-13,08:03:15,INFO,web,user61,153.149.147.198,txn-0185,consignar,ahorros,Completada,3051401.23
2025-05-13,08:03:16,INFO,mobile,user44,70.73.132.148,txn-0186,consignar,ahorros,Completada,2310266.75
2025-05-13,08:03:17,INFO,web,user52,32.217.110.105,txn-0187,consignar,corriente,Completada,891676.29
2025-05-13,08:03:18,INFO,mobile,user29,71.120.48.160,txn-0188,transferir,ahorros,Completada,2326341.18
2025-05-13,08:03:19,INFO,web,user54,139.192.171.165,txn-0189,consignar,ahorros,Completada,4181312.9
2025-05-13,08:03:22,INFO,web,user23,192.2.8.175,txn-0192,consignar,corriente,Completada,2729587.12
2025-05-13,08:03:23,INFO,api,user59,29.238.173.33,txn-0193,retirar,corriente,Completada,1217976.24
2025-05-13,08:03:24,INFO,api,user47,69.78.94.84,txn-0194,retirar,corriente,Completada,4506542.25
2025-05-13,08:03:25,INFO,web,user14,98.147.244.114,txn-0195,consignar,ahorros,Completada,2361218.5
2025-05-13,08:03:26,INFO,mobile,user74,52.114.96.104,txn-0196,transferir,ahorros,Completada,1392943.83
2025-05-13,08:03:27,INFO,api,user50,74.22.102.25,txn-0197,retirar,ahorros,Completada,3737353.6
2025-05-13,08:03:29,INFO,api,user37,61.44.129.128,txn-0199,transferir,ahorros,Completada,2063231.67
2025-05-13,08:03:30,INFO,api,user90,160.122.165.252,txn-0200,retirar,ahorros,Completada,4339738.79
2025-05-13,08:03:31,INFO,api,user2,14.31.15.219,txn-0201,consignar,corriente,Completada,1007022.67
2025-05-13,08:03:32,INFO,api,user25,15.227.166.204,txn-0202,transferir,corriente,Completada,3452108.71
2025-05-13,08:03:34,INFO,web,user20,72.226.76.204,txn-0204,retirar,ahorros,Completada,649167.58
2025-05-13,08:03:35,INFO,web,user65,37.86.161.44,txn-0205,retirar,ahorros,Completada,1606768.06
2025-05-13,08:03:36,INFO,web,user97,52.174.241.245,txn-0206,retirar,ahorros,Completada,100579.37
2025-05-13,08:03:37,INFO,web,user29,111.45.152.42,txn-0207,consignar,corriente,Completada,267336.93
2025-05-13,08:03:38,INFO,api,user16,41.8.90.255,txn-0208,transferir,corriente,Completada,383376.48
2025-05-13,08:03:40,INFO,web,user84,195.23.138.248,txn-0210,transferir,corriente,Completada,3135028.93
2025-05-13,08:03:41,INFO,api,user68,171.97.99.47,txn-0211,retirar,corriente,Completada,637390.23
2025-05-13,08:03:42,INFO,mobile,user49,140.191.240.109,txn-0212,retirar,ahorros,Completada,25544.33
2025-05-13,08:03:43,INFO,api,user63,88.125.168.26,txn-0213,transferir,ahorros,Completada,2574401.56
2025-05-13,08:03:44,INFO,web,user32,84.25.89.123,txn-0214,consignar,corriente,Completada,465682.3
2025-05-13,08:03:45,INFO,web,user55,147.70.252.169,txn-0215,transferir,ahorros,Completada,3916833.89
2025-05-13,08:03:46,INFO,web,user91,205.204.76.188,txn-0216,transferir,ahorros,Completada,3596781.16
2025-05-13,08:03:48,INFO,api,user9,132.51.145.172,txn-0218,retirar,ahorros,Completada,263815.89
2025-05-13,08:03:49,INFO,api,user26,91.88.208.136,txn-0219,transferir,corriente,Completada,4593535.77
2025-05-13,08:03:50,INFO,api,user38,155.108.90.185,txn-0220,consignar,ahorros,Completada,855896.73
2025-05-13,08:03:51,INFO,api,user37,150.156.14.171,txn-0221,transferir,corriente,Completada,797538.1
2025-05-13,08:03:52,INFO,api,user46,65.135.185.10,txn-0222,consignar,corriente,Completada,1683223.55
2025-05-13,08:03:53,INFO,mobile,user3,154.84.134.72,txn-0223,consignar,ahorros,Completada,1538103.97
2025-05-13,08:03:54,INFO,api,user24,23.117.72.205,txn-0224,consignar,ahorros,Completada,1067773.9
2025-05-13,08:03:55,INFO,api,user65,200.152.100.185,txn-0225,consignar,ahorros,Completada,1567265.83
2025-05-13,08:03:56,INFO,api,user49,38.235.178.34,txn-0226,consignar,ahorros,Completada,4640580.8
2025-05-13,08:03:57,INFO,web,user35,75.185.244.141,txn-0227,retirar,ahorros,Completada,3157240.52
2025-05-13,08:03:58,INFO,web,user31,96.34.7.1,txn-0228,transferir,corriente,Completada,1767111.29
2025-05-13,08:03:59,INFO,mobile,user95,139.217.158.140,txn-0229,retirar,ahorros,Completada,4166333.19
2025-05-13,08:04:00,INFO,api,user21,38.252.104.105,txn-0230,consignar,corriente,Completada,165125.42
2025-05-13,08:04:01,INFO,api,user81,109.240.153.9,txn-0231,transferir,ahorros,Completada,1378279.13
2025-05-13,08:04:02,INFO,api,user15,217.70.188.25,txn-0232,retirar,ahorros,Completada,4626098.65
2025-05-13,08:04:03,INFO,mobile,user50,154.115.22.124,txn-0233,retirar,ahorros,Completada,4421092.26
2025-05-13,08:04:04,INFO,web,user94,189.204.39.174,txn-0234,transferir,ahorros,Completada,4769206.14
2025-05-13,08:04:05,INFO,mobile,user66,32.196.137.23,txn-0235,consignar,corriente,Completada,3711211.69
2025-05-13,08:04:06,INFO,mobile,user33,136.150.69.29,txn-0236,consignar,corriente,Completada,939005.06
2025-05-13,08:04:07,INFO,mobile,user66,220.166.126.253,txn-0237,transferir,corriente,Completada,175131.36
2025-05-13,08:04:08,INFO,web,user32,216.210.97.7,txn-0238,consignar,ahorros,Completada,1753635.44
2025-05-13,08:04:09,INFO,web,user34,131.130.87.235,txn-0239,transferir,corriente,Completada,2542471.57
2025-05-13,08:04:10,INFO,api,user89,171.187.131.60,txn-0240,consignar,ahorros,Completada,1275495.77
2025-05-13,08:04:12,INFO,web,user29,83.212.50.96,txn-0242,consignar,ahorros,Completada,4618648.79
2025-05-13,08:04:13,INFO,api,user47,211.18.37.111,txn-0243,retirar,corriente,Completada,1219326.68
2025-05-13,08:04:14,INFO,mobile,user30,159.101.253.163,txn-0244,retirar,corriente,Completada,4311311.35
2025-05-13,08:04:15,INFO,api,user56,207.17.222.251,txn-0245,transferir,ahorros,Completada,4619124.8
2025-05-13,08:04:16,INFO,web,user7,26.220.186.38,txn-0246,consignar,ahorros,Completada,3368546.41
2025-05-13,08:04:17,INFO,web,user38,51.238.97.61,txn-0247,consignar,ahorros,Completada,1625491.66
2025-05-13,08:04:18,INFO,api,user50,211.182.205.67,txn-0248,retirar,ahorros,Completada,3231587.58
2025-05-13,08:04:19,INFO,web,user73,197.51.3.170,txn-0249,retirar,ahorros,Completada,4428300.15
2025-05-13,08:04:21,INFO,mobile,user34,122.138.195.190,txn-0251,consignar,ahorros,Completada,3802396.9
2025-05-13,08:04:24,INFO,web,user23,221.13.111.224,txn-0254,consignar,ahorros,Completada,989113.0
2025-05-13,08:04:25,INFO,web,user57,170.133.121.227,txn-0255,consignar,corriente,Completada,741990.45
2025-05-13,08:04:26,INFO,web,user43,130.65.7.191,txn-0256,transferir,ahorros,Completada,339412.32
2025-05-13,08:04:27,INFO,web,user24,194.155.76.232,txn-0257,transferir,ahorros,Completada,1527285.44
2025-05-13,08:04:28,INFO,mobile,user100,124.168.254.195,txn-0258,retirar,ahorros,Completada,2852294.86
2025-05-13,08:04:29,INFO,web,user58,77.221.234.231,txn-0259,consignar,ahorros,Completada,1118042.62
2025-05-13,08:04:30,INFO,web,user46,165.20.79.200,txn-0260,retirar,ahorros,Completada,4814374.48
2025-05-13,08:04:31,INFO,mobile,user60,27.117.170.169,txn-0261,consignar,ahorros,Completada,261107.78
2025-05-13,08:04:32,INFO,web,user31,130.110.162.237,txn-0262,consignar,ahorros,Completada,2773388.1
2025-05-13,08:04:33,INFO,api,user18,92.13.5.207,txn-0263,consignar,ahorros,Completada,4214567.09
2025-05-13,08:04:35,INFO,api,user30,185.98.47.48,txn-0265,retirar,ahorros,Completada,1292496.0
2025-05-13,08:04:36,INFO,api,user72,20.200.87.209,txn-0266,retirar,ahorros,Completada,4277192.37
2025-05-13,08:04:37,INFO,mobile,user47,95.3.119.245,txn-0267,consignar,ahorros,Completada,1581802.79
2025-05-13,08:04:39,INFO,mobile,user48,109.50.53.71,txn-0269,retirar,ahorros,Completada,50362.98
2025-05-13,08:04:40,INFO,mobile,user96,23.19.159.214,txn-0270,retirar,ahorros,Completada,4220874.53
2025-05-13,08:04:41,INFO,web,user34,124.1.152.75,txn-0271,consignar,ahorros,Completada,1482793.01
2025-05-13,08:04:42,INFO,api,user16,140.60.103.159,txn-0272,transferir,corriente,Completada,1509881.79
2025-05-13,08:04:43,INFO,web,user88,32.58.226.168,txn-0273,transferir,ahorros,Completada,3342850.0
2025-05-13,08:04:44,INFO,mobile,user24,45.1.19.49,txn-0274,transferir,ahorros,Completada,1555797.24
2025-05-13,08:04:45,INFO,mobile,user65,168.242.182.195,txn-0275,retirar,corriente,Completada,3017034.9
2025-05-13,08:04:46,INFO,web,user41,113.42.164.86,txn-0276,consignar,corriente,Completada,1687669.71
2025-05-13,08:04:47,INFO,web,user94,189.47.194.56,txn-0277,transferir,corriente,Completada,2530000.84
2025-05-13,08:04:48,INFO,web,user90,196.239.232.159,txn-0278,retirar,corriente,Completada,726021.2
2025-05-13,08:04:49,INFO,mobile,user57,96.193.154.34,txn-0279,retirar,corriente,Completada,4313391.98
2025-05-13,08:04:51,INFO,api,user87,37.74.226.208,txn-0281,retirar,corriente,Completada,4813509.31
2025-05-13,08:04:52,INFO,mobile,user40,56.245.159.194,txn-0282,consignar,ahorros,Completada,460151.31
2025-05-13,08:04:53,INFO,web,user52,179.60.39.90,txn-0283,retirar,ahorros,Completada,2907626.17
2025-05-13,08:04:54,INFO,api,user1,71.180.116.86,txn-0284,retirar,corriente,Completada,3881994.73
2025-05-13,08:04:56,INFO,web,user76,68.145.48.5,txn-0286,retirar,corriente,Completada,440068.7
